md5	genreid	genre	moduleid	filename
0002387c325fe721a3c3f6d12a61a035	54	Chiptune	211422	cascada.s3m
0008fa0b086964341fe2503c756f0696	2	Electronic - Ambient	200345	c20g_-_myrskytorni_remix.xm
000d003142e84e7c4c2420d239487c1a	43	Soundtrack	60730	2ndsurvivor.xm
0010d5f6064c73e10d6ea99ade85c886	22	Hip-Hop	168853	pochemu.it
0018cecd0d9f7c7a02b7df815058c285	39	Electronic - Hardcore	164513	w_btnois.xm
001c62b815e2bd69e0593f81c3e8fcba	71	Trance (general)	34770	c-rohan.xm
00220796ed32190eeac7f655caa4146b	59	Piano	47177	k9_wakeu.xm
00226c0a075e6f053ea740409a2efc37	61	Pop - Synth	32965	aerobic.s3m
00241b33067364b748e4b4690e6c28c8	32	Funk	61211	vr_land.xm
0024cfc80ce877be9ad0675c3b16dbb5	61	Pop - Synth	52145	ml-stoma.it
0029e97020384465c7da55c84ffb125b	43	Soundtrack	53054	paljmt.it
002c433bff5df5fd5e712f46f46f2810	3	Electronic - Dance	51721	nothing.xm
00315b9a62256939dbe2794afaa53362	54	Chiptune	209028	externalden.xm
0032f1fa2522e487e953a95f6a931f54	52	Fantasy	190566	5pr1n6_-_an_aardvarks_bulwark3.it
003305a0cfe78cbc2aa5c5fd74cb5859	2	Electronic - Ambient	187538	trance_jax_-_rain.xm
003351a93a53c98a1a8173a184fd6922	8	Video Game	179121	bilouthm.mod
0033a9c3101ea544935d372a33fdfddf	54	Chiptune	163301	serpent_-_my_dream.xm
0034022728f9e35942c4046850ffa498	32	Funk	141735	starring_.xm
0035c58e2627f782d132c70ff66991d3	107	Easy Listening	34390	awarness.mod
003849db598061c9b92bbbe1d90aa576	62	Pop - Soft	55995	robric40.xm
0038992cd08597f1602f3d2bb4a5089a	7	Electronic - Techno	63000	xr-toxic.xm
0038ecd67d768bf57fdba2f49692a86f	10	Electronic - House	154874	jv_rvbmx.xm
003ffa598fa760e06f955083b6a89e66	21	Folk	210044	melodia_-_dorian_diversions.mod
0041f28f0523e82f188e9de53b40b236	2	Electronic - Ambient	34726	c-effect.xm
0042d48d7c288b390ad409aaebbaa549	10	Electronic - House	55152	sammy.mod
004438093897eb821a1dd9cd17cb05ec	54	Chiptune	187135	drjacko_-_drtacarna_-_sacramento_nights.it
0045c07dcb94d3a901b3777ff7e02b21	7	Electronic - Techno	54482	perskarv.xm
0045dcdb8ba9c7459c7ccba3bb0a7073	56	Ballad	183928	robric45.mod
0045df6131344624f22565bd4b1655d1	55	Demo Style	32350	_too_fast.mod
004ac2cf58958c199772659d6ff82cdf	54	Chiptune	207740	mahogany_-_rainy_headspace.it
004acbdc54d0a8a6b18a8c7932f86b8b	15	Rock - Soft	163782	willbe-shuttingdown.it
004e5b5ff7a059079b2fbe6a77c5581b	14	Rock - Hard	117253	dtl_rock.mod
004fafbfa4f789b59ad42cac1db8883e	48	Alternative	165493	b-curiou.s3m
0050e02c9edc7bfe96f4eb58956c5787	53	One Hour Compo	54618	reine.xm
0054b345d12ed1fcc7474e6c512ed200	52	Fantasy	174100	sorciere-de-letoile-rose.it
0057b3e0801940d4df86e838b68e2432	54	Chiptune	37904	df-phobo.mod
005c87ea84affd3655f421f528f04fea	32	Funk	169705	nula_-_brainstorming.mod
005fe838c623cf538b0a69ecb4bf6931	13	Rock (general)	43193	forever.xm
0060075f07100babeb7e6445cf7fdef8	32	Funk	75836	some_of_us.mod
0060a82269df8ea595d2d77e5a3c3705	54	Chiptune	137624	legend_became_myth.xm
0064d87fc873b552fbe69152a9b8d29d	36	Metal (general)	55910	sdmbrain.xm
00652a70e0dfd77fb150b6f78754028d	1	Electronic (general)	141138	sub_ocean.xm
0069de5762306852df2ed8b2ba129ae6	1	Electronic (general)	154404	kl_plastikf.it
006a5a5ad95d28445b6ce262a5b1e3b1	54	Chiptune	208463	caf1.mod
006a70e8787a50699967d4a346b030fa	13	Rock (general)	47088	K_TRANQ.S3M
006edbc14ced4241b2831482dc3f69f7	7	Electronic - Techno	57670	sock.it
006f06b2efa2368d33c076c36b5b0255	55	Demo Style	59275	vanahem.mod
006f1cfce2db65a752c97ea4600bc442	60	Electronic - Jungle	166427	azop_corp_denshabreakcore_.xm
00712c40f0af6d47a9a373ddc4cca874	41	Other	47291	hyo-wind.xm
00712d719cac34426c292919c7998cde	55	Demo Style	54756	remote.mod
00793e8cc5684573ed62008b13882cc4	3	Electronic - Dance	51441	outrun2k.xm
0079ed7f1518a3810a031cacd3bdf515	41	Other	99948	odyssey-part6.mod
0079f08c950b53d4a2de7054f982c4c8	56	Ballad	202537	robric417.xm
007a049e3426452d8c4652685167cb93	54	Chiptune	154931	am-fm_sip_futuretank.xm
007a47d484b242a0f99f25ea11598793	8	Video Game	175489	frozen-mainzik-2p.xm
007a623285fa377e362ef9c396ac8a2c	13	Rock (general)	114467	cool_spot_wipeout.mod
007e2e8a04b4bd7ee89f16a357fcc171	54	Chiptune	41394	dt_orn8.xm
007f5bf4d66b79bfcfc3fd429f29c2da	55	Demo Style	43690	glassbottle.mod
00853c43510559dba41aeec60d93154d	54	Chiptune	180908	galgox-wishful_thinking.xm
008791d757e63dae3d90226c68d792d4	3	Electronic - Dance	50923	nintendo.xm
0088323255f9e7f52e00c3fa719c3371	3	Electronic - Dance	34645	b13-look.s3m
008a37d27946d894ec314d01b7a97bef	55	Demo Style	142971	_.xm
008cd963121851ceff16cf65debd48b1	1	Electronic (general)	68386	cksp.it
00900f8b2f7dc6baae122e0f65c837d8	61	Pop - Synth	62184	swampy.xm
0091d049c8d04c2b090de6074717114a	46	Experimental	44550	haloweentreat2.it
00926bcbc2e41733d7c52bf23a524603	32	Funk	51989	nuke_of_lemon.xm
0094e24492f7fdd4bbb415a131b2befe	100	Electronic - Other	181345	armedez_pyramids.it
0094fbc1e3c6e4a5a5a8629b2b150e07	22	Hip-Hop	69554	syltty_kontrol.s3m
0095878708dedfb785b77e4b310b32e0	54	Chiptune	53955	pd-lt.xm
009845a819cd67726fabf7128406e38e	71	Trance (general)	55150	pix_cosm.xm
009bb8aac8225ab250ef9a2b6d71a131	12	Pop (general)	53771	rainyday.mod
009d01ea0bb42a6b7d91042ae1543407	7	Electronic - Techno	64210	trbreak.xm
009d62735622dfc334504d8f6e0b659e	54	Chiptune	61222	wc_cspri.mod
00a07290b82b3b85ebbe7869bae8ce1c	46	Experimental	179475	sgs-c306.mod
00a3c3789a6329e9e35226588b7991f3	7	Electronic - Techno	32765	acc-night.xm
00a46013fafede978a346d594c65dcef	99	Electronic - IDM	186647	djfl_-_humanos.xm
00a5e4f0c3805666f2d82d4d79da1e1f	8	Video Game	40216	cv2a.s3m
00a60e46516d94ae9f747696fe6b28ea	100	Electronic - Other	213984	dj_stax_-_temporal.xm
00a62c9e8d9f7c09876bea066c370657	2	Electronic - Ambient	50114	oct99.xm
00afbaf24ce071aea234223ee363b73f	62	Pop - Soft	102592	volcano.mod
00b05b18a347620a91794760636dcaef	7	Electronic - Techno	41669	fear.xm
00b2d3aa2483ab70e036849becaa29f5	3	Electronic - Dance	61424	theevil1.xm
00b72b035415175435670d21d528dfb1	56	Ballad	33841	apr-sky2.xm
00b947a420a2108bf18261d88d5bf7f9	9	Electronic - Breakbeat	178743	new.xm
00bc03d24efe91e9fd3b17b01cfcd135	71	Trance (general)	54833	phworld.xm
00befad26564d73b2ce6f95d5bc19594	54	Chiptune	210953	c512w_-_rhw.mod
00c196598af2bbbf1bbc085e32abaf4e	65	Electronic - Rave	210157	syntheslav_-_deadly_kiss_of_the_night_witch_narkompo_mix.it
00c2a719482dced5ff75747dbaf012f4	20	Classical	166339	lamb_-_memoirs.xm
00c671d89185bea2822508a1ce6bcab9	55	Demo Style	42325	fishingr.mod
00ceafdc2ecb1da68f8627805f558240	12	Pop (general)	84686	hippodome.mod
00cfe262c54b81a3aeb3bf5221048e74	50	Orchestral	34662	b_alone.it
00d031e3c21a72910f174cabd1205216	7	Electronic - Techno	52979	pab_tq.xm
00d0b8763ef1a9b2c716b0b527c4f203	2	Electronic - Ambient	176568	a_tjulin_-_e_d_dyy.mod
00d2f6062a47805d4ff8c2049efa4cff	55	Demo Style	94809	modulation.mod
00d40c551d6c9c13a498188b678cfeff	54	Chiptune	167818	wiklund_-_sunny_hollow.xm
00d507b968c388578f0f75d8cbfe4f09	55	Demo Style	54132	rba-hshc.xm
00d64ffe72ed138ad7d4b3c94073fa1f	41	Other	32684	abkhymn.xm
00d69dd62cd74f8cc07d151abdbec8b4	48	Alternative	200450	rm_-_compact_exp.it
00da8da4dfbc6fa145fcb68f3b7a7828	2	Electronic - Ambient	38665	disp21st.it
00daf5d35dab6c18a7a997c371042133	44	New Age	189750	zaril_-_wonderful_spring.it
00db48f150e57f44f3d403055edf0a0f	36	Metal (general)	48250	krause12.xm
00e331dcf167db24335106cd4800a31a	3	Electronic - Dance	45453	in_the_mix.it
00e36c1e5cc9108d8416d841acf98b59	52	Fantasy	57388	sl_smile.xm
00e3fb04bc1e8336afd66456f5017f77	6	Electronic - Drum &amp; Bass	163775	glitch_abuse.xm
00e52339cf28f35017d4af7d54ce6e40	7	Electronic - Techno	40720	FLATLIES.MOD
00e5ee537e0a4e39ba6a07287dbfe507	59	Piano	49206	makeyour.xm
00e6c7be1b539e1ea58fe996e4815c0a	22	Hip-Hop	184966	big_booty_bitches.mod
00ea7bb8d3e7c1a5b751dc49ad3fd5c4	39	Electronic - Hardcore	124288	dancing_in_blood.mod
00eaa866d5e4d177ca48cbf404086ad7	45	Comedy	56775	rudolf.mod
00eacf7b2acd9042e7a00384827d3d10	61	Pop - Synth	49183	lq_atp.it
00eb6d43e2da6f8e5f346040f7cca1d9	45	Comedy	40772	eatgorby.xm
00ef76d02e4f05e925a3946bd4e9955a	48	Alternative	203796	tne_2160_dreamscape.it
00ef960432d5e7f10babe2eac76a0c0c	56	Ballad	173062	robric245.xm
00f25bf7d8fb3d9285d647970f5e3995	65	Electronic - Rave	34715	b_jalrt.xm
00f83d418e5458ed0c527c4ff8e15df4	99	Electronic - IDM	185164	lempamo_-_in.it
00fd21674d9e846e2b88a9785588fddd	12	Pop (general)	51852	mindrmr.xm
00fdd68753bc53ef781b271f86643d19	8	Video Game	58454	spook.s3m
0101d56d8792f17a1bfaea5d7fd31373	100	Electronic - Other	79716	swans_loch_iii.mod
0107de34d57a96783a7b32539dce9f67	9	Electronic - Breakbeat	212344	caloney-this-feelin.mod
0109991ab4600af2b5ec1083274edef6	72	Christmas	190757	holidai_3.mptm
010e05c2530e333fa2ad12ca1d4c3113	54	Chiptune	185267	sinny_-_sky_sunday.xm
0115668c8d39fe73ad8245b065d1d205	61	Pop - Synth	57744	somethingaboutyou.mod
0117145f61f10bb7a9860f7d9ff454f3	55	Demo Style	124840	cubex.mod
01171f7b24246f6d01bbc2b41ea11bf5	41	Other	197436	red_mesa.it
0118c8fdd86447e12f5336214fc48a18	54	Chiptune	172565	algar-euphoria.xm
011b2cd40f48f262351d6067e41453e4	63	Trance - Acid	42642	g-xpanor.xm
011b7f3c6d0d6719906aecd471879120	3	Electronic - Dance	55998	se-go.xm
011cf57c04c8060bad8fbdd93d37ae85	3	Electronic - Dance	158189	globul_dance.mod
011d615951a4719df642273e5b2eb688	56	Ballad	178789	robric716.xm
011e76d9ee5480c1e84d62158937b11a	12	Pop (general)	35905	beast2_1.mod
01209c4db9720eb8d1e23bcad126b413	54	Chiptune	197591	the_american_bad_boy.ahx
0124f9ad1fb2b69641e49c16fb39730d	54	Chiptune	155820	a_little_flower.xm
012c8ecae9163aa7e6a032c8887852f2	29	Jazz (general)	59910	tecjazz.mod
012e3dba29a9057667b26191ad6c0bda	2	Electronic - Ambient	49637	lwh.xm
0133589999060d5b84912d01615d20d2	60	Electronic - Jungle	198366	keytarman_-_2096.xm
0134523e90a24c7b5ee83c9ebd9e4097	100	Electronic - Other	191705	giant_land.it
01378babe6afda739a4700c2d4e9fff4	3	Electronic - Dance	180230	sukari.xm
013c0c10b634005e0ed1033bb7043e0c	9	Electronic - Breakbeat	168121	prodigy_-_firestarter.mod
013ca6620fbc0c304fa03761f0280bf9	54	Chiptune	200893	jwph_mca_run-chipped.it
013e4accf1e4774a688a41bd655f5f6e	1	Electronic (general)	180999	my_little_horse.it
01437d2d7358b621abe723be60b0d305	8	Video Game	190179	joseph_tek_fox_-_select2.s3m
0143e0751a84500fde3dfb55d9fb8335	12	Pop (general)	57011	shitta.it
01449b8c6a364131fbf08628086793b0	7	Electronic - Techno	42245	fire.s3m
0144f710cded98d723219003be1e760a	13	Rock (general)	32753	ac_purel.it
0146eed8e421f19fa5a8e38cc2d99906	12	Pop (general)	38176	cold_spring.it
014c8c0ac159a573ae7e1f52079fc0b7	54	Chiptune	172185	chip_overture.xm
01559f06b51a2bb2112c36464015f69e	43	Soundtrack	35833	dallas.mod
015680724d3b88951d9fbe35e9dc8361	39	Electronic - Hardcore	173191	lunacymodulate.xm
01568845a93f7fcb90624fbacecf4eff	55	Demo Style	65732	robric177.xm
0158b486db7a77511d0a949c9d7c0022	7	Electronic - Techno	187705	dac-zn.xm
0159be6b638d405cf633856d41148618	61	Pop - Synth	37337	deliver.xm
015a5dafaede72137f722d1e6ebd368e	71	Trance (general)	193432	at-gen.xm
015e5002a7347402aa5b52b68eaf8086	55	Demo Style	43422	frantic.mod
015fddb7d3f5ec7b3008e1e23c3407e9	100	Electronic - Other	172017	junglejet.it
01644d24802d5eefd6c87a8efa6166a5	55	Demo Style	196073	arcanetoaster_-_atashi.xm
01671e573d136ed81d3831871124c4b6	7	Electronic - Techno	56739	protrax.it
016a1ec69d9d4fd260c129f1e2634373	2	Electronic - Ambient	50461	ole-crimson.xm
016a2b51437a7cc2a547ff40541b8960	54	Chiptune	36768	dcn_1.it
016aa5304b9cd34a363e9a9126542c0e	54	Chiptune	178921	woutervl_nut.it
016b1afaa897d7fe021ef34c60bac0cc	2	Electronic - Ambient	62457	sym.mod
016ef86ceaa4a6a832c3ac3ab4035d04	12	Pop (general)	168481	holiserp.xm
016f7e86365d6aaa1b922b9137ef6de8	1	Electronic (general)	200422	tempo_-_techno_trax.mod
0170cbffd4c86f60ec14a781b2fada93	61	Pop - Synth	47050	hyo-hope3.it
01720b48dc8a8dc9e2c9129efa946fad	55	Demo Style	40509	dreams01.mod
0174053591ee9d7c8df60003c2adbf97	54	Chiptune	211661	c512w_-_headache.mod
01748543e6740cc881baca84d95c644c	8	Video Game	183074	harrypottercosgbcboss.mod
01755d68d183f463a1a5434721976d9c	71	Trance (general)	174532	love_stimul.it
01759b5c34f4536da7651625aa9d0b2e	54	Chiptune	197662	ideas_have_no_limits.xm
01795d4fb2732bee793c2b902359081c	55	Demo Style	84819	erotica.mod
017abe82bcccd1c140eb75fdf62c4a9b	7	Electronic - Techno	57512	sm-electric.it
017b7231886415a968e5beac6a7e2bc5	6	Electronic - Drum &amp; Bass	144077	bream.xm
017cdb32b253fcaa8ae32e91f14af274	55	Demo Style	37541	blizzard2.xm
017de75e2a54b1739cec4d0f4c87d175	55	Demo Style	175314	kc-bunnyonloose.xm
017e69b235d70f416ede0dc201d04e4f	65	Electronic - Rave	207727	luv4evr-ext.it
017ed223f399dda6f2b46f333faf91be	7	Electronic - Techno	190275	joseph_tek_fox_-_sonicomp.s3m
017f9069107d479d68d5a4199db3c1f9	54	Chiptune	178504	virgill_dascon-starchild.mod
0180fecbb54b4cfd61847f088b5a38b3	3	Electronic - Dance	47507	lastof97r.it
0182bd2f5919ea499eacc57881767885	55	Demo Style	56038	robric55.xm
0183297401b5e83564bc77385a07c470	50	Orchestral	34533	azo_pc4.it
01839c4cf9af72d5bbd8bf5a1cab26b4	12	Pop (general)	47849	letsplay.mod
018493aa5297b8de3205ba0699f8dc8e	7	Electronic - Techno	154910	woober_-_carius.xm
01854949ab49deb533cacaace00db0be	54	Chiptune	178774	jay_sarma_-_retribution.mod
018a5e91c57ea7e4969f14c8afa3bc7d	36	Metal (general)	56731	shaantitus.it
018e902ec709f7937bf65afbc3eeb73f	54	Chiptune	118630	chink_a_chip.mod
018ff1c2c073b16a26d5706eca37da7c	2	Electronic - Ambient	191879	epip_eu_-_stars_after_space.xm
0191a4e87d47b23f97e90e11331bd324	65	Electronic - Rave	170839	01_apus.xm
0192a5ca27d9da4373009b203d0ea940	14	Rock - Hard	56552	rpg_bat2.xm
01954156ef2e96020e1f1ad234685fb1	3	Electronic - Dance	44903	idontkno.xm
0199315909cc3f7ddf6689c25380903b	56	Ballad	201193	robric801.xm
019d5cf82101f8f9ea143ca2378e7f66	8	Video Game	190127	joseph_tek_fox_-_s1specia.s3m
019eae6985eb26d95dfddca4c25c559b	12	Pop (general)	34937	bad.mod
019ebc5453684e11de3b8fe49f2f1e38	56	Ballad	63525	tnt_std.xm
01a0beecbf7b34be741b8458a27ecf57	100	Electronic - Other	179980	zenotebook.it
01a1ddb691179e71caea9eff680f3c40	1	Electronic (general)	164069	alpha_c_-_7th_dimension.it
01a47d5b74800d6278e1acec4a5068b3	100	Electronic - Other	183044	imperial_chamber.it
01a4cdc21f72b95c07d2499ae18e276d	7	Electronic - Techno	42533	eu-nimb.it
01a7bf5375cdc282353b52b1e1832b63	54	Chiptune	180390	galgox-bringingitback.xm
01a84ea051b9ba6e32f88037b144ca35	3	Electronic - Dance	40764	FULLCONT.MOD
01aaeb27aee00435314f4a0b00464700	59	Piano	53672	rain.mod
01ad6a78e4a5ee9978355db6fde41937	54	Chiptune	160619	sc2-smp.it
01ae94c50e0944686db7f5be4969e6ed	54	Chiptune	190860	themordent_-_singularity_station_02.mptm
01aec9c153ee9d4be8ecb6d598a538f0	8	Video Game	47063	KNIGHT.S3M
01af628d6392821b2c9c4b6396f0c4ac	1	Electronic (general)	155052	aqua_find.xm
01b1f505d2bf23f0e8a2fc57309bd47d	8	Video Game	183988	lu9_-_gentle_breeze.it
01b2553d7c1822cec6de0a34ddee29a2	7	Electronic - Techno	64556	two-face.s3m
01b26aa1e7740919af969c42ebc87f9f	7	Electronic - Techno	44154	greater.s3m
01b2e98d0c1bf4225ad5b9727e6ef6ed	32	Funk	35269	cas-hy43.it
01b33b80d5dd1f501534c028d523a6aa	32	Funk	149133	frank.xm
01b8a63d253aa7f2a51eb7bdb43127a2	100	Electronic - Other	163903	02_-_platonist_-_gasoline.it
01b9d7a7a38f89f3bf7a9feb9cfcfc49	8	Video Game	49976	neptune_walksqua.xm
01bb2aa14135cd4c2323deb4542f7f5d	41	Other	188038	shagging.xm
01be8c6bee5afc0a919b6806f921b26a	3	Electronic - Dance	41553	dubu106.xm
01bfb038aaac16d3a6c1b2dd96a2285f	13	Rock (general)	54317	realmode.it
01c14aacc0ff3d3ccf9fc971ee4e0c9b	54	Chiptune	173091	hero_3d.it
01c39df58bfb47f21e62410a0a846a5e	55	Demo Style	139830	sink.xm
01c5a8b43b79fa3b7401a939f3c89107	3	Electronic - Dance	66171	jlaxmas.it
01cabb581f8de7e5a59c89ff4d9a47ee	10	Electronic - House	192534	house7.it
01cb323cab0d5fa307afd13b81c7554d	100	Electronic - Other	187291	unknown_travel.it
01cb806ccfe4328a9b39d27a5bd27b74	50	Orchestral	33187	al-rik_pr.it
01cf1c7414f289ddb3e3a2b575ec9b7c	20	Classical	47173	k9_symph.xm
01d30530cf9e54609987c2ef45c5064c	12	Pop (general)	34236	atstg9ii.xm
01d72dde5354310844913183aff6d11e	48	Alternative	174935	micshazam_-_thoughtful.it
01d7bd400101b6f272ca22a280a3d52a	55	Demo Style	89286	cult_of_chip.mod
01d9619c524ff61b1025d94b18371cc0	54	Chiptune	47308	hyo-yest.it
01dbde41922a691699db8939ffedce41	54	Chiptune	61416	wc_jenni.xm
01dd73d4dc3cde43e9335f44311760ad	13	Rock (general)	56218	powerln.it
01de800465befc44d32f0be58b063bac	99	Electronic - IDM	133561	k_aparaatti.xm
01e40f0cc2baa4ac9846e961910a7c92	13	Rock (general)	163559	scorpik_-_face.mod
01e4c84bc91ac52906d5dc07baf7d2c1	21	Folk	32322	_1DAMSEL.MOD
01e750ac5385ef4cf425591392b77d6c	46	Experimental	59567	startup.mod
01e9c3dcc610db2065e04e6e4a6f6a43	7	Electronic - Techno	40707	FBYSuperJazz.mod
01eb4201c11ce55a64b7e98caf48b5c9	8	Video Game	34257	audiokraft.mod
01ee56731e1d032aaa8cdbfb4eda678f	54	Chiptune	211219	c512w_-_daem.s3m
01ef03d0c8957cf54ec4eae97c360f39	3	Electronic - Dance	143771	s_p_a_c_e.xm
01f05485eaacd6b7b92b91f2ef58b834	54	Chiptune	168885	power-up.xm
01f08375ab1aac3ef24a0f7faf8c896c	2	Electronic - Ambient	51350	no_utndgs2.xm
01f1997ff115d002123109d642013d04	9	Electronic - Breakbeat	200771	tempo_-_pain_brain.mod
01f47eac01db2dc3b674b4e0eb151599	53	One Hour Compo	68390	ohck-yours.it
01f49b6d7a9875da6fefdc36c18cf166	48	Alternative	161602	time_to_startup.it
01f52dcd3c1a606dacfd91c73a650612	15	Rock - Soft	62025	thingsyoulove.it
01f580e32ab8234c68ea89ecaa24f17e	13	Rock (general)	43996	gollthm.xm
01f96a8f9f1c967f6dbaafe4cb3fbc73	54	Chiptune	188471	tektonic_-_crap_in_mind.mod
01f99a7988732456ce6e7cf488ee31db	50	Orchestral	49623	nb_oafk4.s3m
01f9e5aa0e6dbd6f60afb60a9f7663c5	43	Soundtrack	37968	cmasspir.xm
01fa7bf2119dacf05763b16945f6a51e	3	Electronic - Dance	60833	3000.mod
01fc085ce74db9d58b7d61e9f8ac78ea	13	Rock (general)	47080	K_JOURN.S3M
01fc2b89938f20b4fd2b0cc3d32cecea	54	Chiptune	210713	skeletal.mod
01fc3bafa79ce83a7d9ce88799307b47	13	Rock (general)	73820	free_as_a_bird.s3m
01fe893d4cb497ef785d9bb509e05bd0	52	Fantasy	54941	pianostar.xm
01fff810e501fc6a9f59974585435e52	32	Funk	48387	MOOSE.XM
0200d952cc18c043a8ea7684334e9c05	39	Electronic - Hardcore	127816	marching_elefants.mod
0202a61ef91fd9a7dd55c6bed5c27410	3	Electronic - Dance	191846	joseph_tek_fox_-_tetgmix_v10.s3m
020571b4b7cd31fd240e5cec4cc6e6e4	20	Classical	51238	nmtricks.xm
02078ce6e3b19848f3dcefbf112ec9a9	61	Pop - Synth	37593	descent.xm
0209dceb716780051597a3fe9c5bc05c	56	Ballad	161480	robric998.xm
020b2f8c3d356dc6a0ae7598d23249c6	71	Trance (general)	40788	ebonsmed.it
020bffe84967ae0b0a9e55b0db9acb0c	54	Chiptune	54101	pd-rutfm.xm
020d4d44e59c78f4d3c34fe300938e2b	8	Video Game	170944	s2cplant.s3m
021181716a29b6f242e31ea707ff764d	36	Metal (general)	33683	anthemii.mod
021544322bc42a92346cefe0f8aaaaf9	20	Classical	56349	prelude.mod
02176457813846b5ec52b45104504222	54	Chiptune	213027	cheeming-bepis_-_tracker_fusion_mptm_mix.mptm
021ba0e5827f31c163b4e04814b710a0	44	New Age	152318	smile_sower.xm
021bb42c49ff5ae9481c4485955dacf1	15	Rock - Soft	32632	aard_hellyrix1.it
021d03422544aa2bb35bf953b9ebef0e	54	Chiptune	170620	starpath_-_power_drive.xm
021dab752878a322a4fa5a3b42a11f85	9	Electronic - Breakbeat	175352	4wd.it
021de04cf6f388104a228f60c9f97f00	1	Electronic (general)	125414	_insurrection_.mod
0226474e0624a2ca531101e351ae7150	52	Fantasy	41973	ff7sad.it
022667457fe8050f6cfdddeeb2ce53a0	3	Electronic - Dance	55155	samp-elwood-a_y.it
02273f3a542fc96ee97b9ad85fb739d6	55	Demo Style	167183	jogeir_liljedahl_-_sad_but_true.mod
022c605d28dbea07cf8f730eceb1b6df	55	Demo Style	56566	probe.s3m
022cef68611aff209a721ea2755939dd	13	Rock (general)	56569	severance.mod
022f0b376b05a0edfb6f6983a72d21ce	3	Electronic - Dance	41142	ds_rm.xm
023092b9ebc580bebfcd5693eeba707f	50	Orchestral	34809	b_west.it
02371dbe6e95363b90b26837f7ebe9f9	22	Hip-Hop	175033	monsterovich_-_samprefi.it
02372035df20aeca6390375671b2fed8	56	Ballad	64079	zorg_amadeus.xm
0239ef93ff015c41c0c0a7146f353e0c	65	Electronic - Rave	62620	xl_wait.s3m
023a058d71b4eb85e0e1610af23ea394	43	Soundtrack	179342	pvz_mainmusic.mo3
023f5c07302f9835d8a22ba3fafcd66d	59	Piano	154689	nznd-swish.it
02440ca91a0ecf2f6da084575432e847	56	Ballad	53349	mustgoon.xm
02454de321f0ec6b4bfea8c39de0b0b5	58	Disco	172180	mrgnther.xm
02465ac2a5c283f7af4cde7f3c529e87	43	Soundtrack	192458	patient.mptm
024a20ad8beb48acfda68bfc0b90f43e	54	Chiptune	182146	woutervl_micro001.mptm
0250986b7b96506588fd986047cea0e7	54	Chiptune	156138	beehive.it
0250c9485d9a5feb918a0d4e7c19e33c	45	Comedy	34897	backbeat.mod
0251e09fc2f3f0b3bb107f69e724f876	54	Chiptune	165280	wiklund_-_go_further.xm
0257f71ebc63c2813335afecee876621	52	Fantasy	71082	eternity_remix.s3m
025ab0deeada8d529ae3ba016930143f	1	Electronic (general)	183026	niko_541.it
025cff36b00fea91084f8b98278bb544	1	Electronic (general)	52955	pa-listen.xm
0264364d3d672856ac2c445af2b677b9	2	Electronic - Ambient	39979	crystal1.mod
026858c5c950f16ee72c18efb3e9fb02	15	Rock - Soft	56014	robric47.xm
026a4ae9ac1408b041a9b4765dd57666	7	Electronic - Techno	32393	AW_WINTR.MTM
026add39a518b41ddbfb8765790fb065	14	Rock - Hard	166247	gm-dstry.it
026ea952ae99b3d01d54ac980fd1f304	41	Other	33706	anu_dbm.it
0270f791460a6f53b16d8181eaa2eaa4	1	Electronic (general)	33993	arn_body.it
0272b04e2aaf7b2d7c09cb90a19bebea	55	Demo Style	43574	gianaing.mod
0273662a7e26fd26b7afb790064e80c0	7	Electronic - Techno	59374	10_10_97.xm
02742e0cfd2a8499c069b9c2c27aa96b	2	Electronic - Ambient	53568	radiant.mod
0274a8a4ec3d40b05d46a4fb6b7d8cac	43	Soundtrack	191805	joseph_tek_fox_-_sq3title.s3m
02754b36b89c480178d64cc146aa4f8b	61	Pop - Synth	37969	dflow.it
0275a2a0698e73dfbf33f7545e87d360	54	Chiptune	210919	c512w_-_tim.mod
0279269f41ac4dc9039714aca91f5934	54	Chiptune	47627	keo-introsizezero2.mod
027ce3c2b38be2717598229926e0728b	56	Ballad	166933	robric617.xm
027d9ea704a9336589dea793ec91efa2	3	Electronic - Dance	32606	a_time_of_life.xm
027e84cdc9f41076406d8efe477fbe0e	54	Chiptune	183652	welcome2.mod
027f2162fb0870c349685aa6e658a917	36	Metal (general)	64926	orio6.it
02802df198e077881d6b88fc2f842354	1	Electronic (general)	114169	follow_it.mod
0280f13105387344e97f0f7fcab0081b	56	Ballad	177817	robric10.mod
0282868d654de4f90d47b8098978e834	2	Electronic - Ambient	66316	visceral.xm
02838db76610ab3fd4fb66fb8f75949f	100	Electronic - Other	176517	ohck-gallon.it
028432be5ee9454d6a217bc241097cd5	67	Trance - Dream	133631	inflames.xm
02845c2ca87d9ae18e11813a1bdbdeed	54	Chiptune	54197	pd-tfc.xm
02853777e930f1e9a1d9dc6a55f11e90	27	Reggae	56157	robric95.xm
0286a7047a791b3f4c6cb14fb234588e	8	Video Game	158979	sing_different.it
028c94828b3c4f03ea640a6f8aa03462	7	Electronic - Techno	174979	kc-hwstdwinnerremix.it
028e4152322be859d8e8aefe22a7077e	54	Chiptune	57976	sparkman.xm
029a87023a639050e661b97e5892fa65	34	Electronic - Industrial	32553	a.s3m
029ad9cfba31f69024958a3a4d6e14f0	32	Funk	56150	secagent.mod
02a1fef80ae075a5bb38d0191671b337	2	Electronic - Ambient	195021	rm_-_alarmy_awareness.mod
